Claim_Extr_Method,Ver,Conversation_Hash,Individual_Statement,Human1_Annotation,Human2_Annotation,Human1_CW,Human2_CW,Human1_Human2_Agree,check_worthy,CW_Tie,Majer,Hassan,Majer_Binary,Hassan_Binary,Gold,Intersection,Union,Task_Classification
FSong,v2,2eaac803a765db5b7abab51b0cc0da45,"""Billionaire"" is a song by Travie McCoy featuring Bruno Mars.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v2,f7d908abbfabc8acebd13ffda10e3e29,NVIDIA manufactures a graphics card called the GeForce RTX 3060 Ti.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v2,66e5c5d8c2d6e40e8c21675d98125f32,Fines for environmental violations can be adjusted to the magnitude of the environmental damage caused.,UFS,CFS,FALSE,TRUE,FALSE,N,FALSE,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Creative Writing
FSong,v2,a56747a1b7944d94a8410ae1d43cd4af,Winta is dressed in black leather joggers.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Others
FSong,v2,86dc89b36a5b98229d6ff577db1e6344,"After a few minutes, Stella snapped her fingers again in the cafe.",NFS,NFS,FALSE,FALSE,TRUE,NA,NA,NFS,NFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v2,00b0280ddbe73184f23c2c36aabb9ae9,Quebec cuisine has distinct French influences.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Editing
FSong,v2,f1e3fe4e6f31a4158edae667ab4d5e0e,Two women walked down deserted streets of a city at night in winter.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Others
FSong,v2,d89beae9118cf0dd575541de9ef3a1ff,Jack had lollipops in his pencil box during his third-period math class.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v2,b13881262808c9262d54228049b432fd,"The ""Gender Equality Recommendations"" from the 2018 Buenos Aires Summit addressed women's leadership.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Creative Writing
FSong,v2,dcfbc259cca0641b58085d31f385d460,Gisela Dressler's bedroom has big windows.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v2,5b580476f8bfebe96a10e7d1b15d4505,"The Regeneration trilogy includes the novels Regeneration, The Eye in the Door, and The Ghost Road.",CFS,UFS,TRUE,FALSE,FALSE,Y,TRUE,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Editing
FSong,v2,183d04d6d2ff26ece1d275273b1c2037,"BATNA stands for ""Best Alternative To a Negotiated Agreement.""",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v2,ed587d13a6170a0e1d6d12cecd2a8e2a,Mount Denali was formerly known as Mount McKinley.,CFS,UFS,TRUE,FALSE,FALSE,Y,TRUE,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v2,315c4ce585cf1993350946308b0c02f4,The Greater East Asian Co-Prosperity Sphere aimed to protect the nations of East Asia from outside aggression.,NFS,CFS,FALSE,TRUE,FALSE,N,FALSE,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Creative Writing
FSong,v2,74d3a2c574eda24c3b50df96025580e8,There are numerous species of cattle according to scientific classification.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Editing
FSong,v2,45c072335195bbdb7d8cba4ad984d1d6,Defendant C supplied the brake part to Defendant B.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Reasoning
FSong,v2,25ab36b992e47a5a919edf6772cd1aef,The Cheerleader is known for her incredible agility.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Role playing
FSong,v2,d9dd57d5f9180398c8b59b650ec445b2,The first ever Minecraft server allowed players to build in a shared world.,UFS,CFS,FALSE,TRUE,FALSE,Y,TRUE,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v2,7f5e40ffa74c964ceeffe8f02360ef73,"""Sedimentary Structures: A Synoptic Guide"" was published in 2006.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v2,f91860f82c7b99fe854e151feb737ea9,The Three Plaza Project includes the construction of buildings for the Civic Plaza area near the Museum of Islamic Arts in Qatar.,CFS,UFS,TRUE,FALSE,FALSE,Y,TRUE,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Editing
FSong,v2,d4c649db61ceb8d78e695f8ac8231f33,There are AI models based on Generative Adversarial Networks (GANs) that can generate MIDI files.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v2,5ef9479643683c01a10c3a684bf6e10d,The articles discuss innovations in cross-border judicial assistance in international civil proceedings.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,TRUE,FALSE,FALSE,Information seeking
FSong,v2,9ec523f9e51ddd8407dad922f39cebe5,"Chatham Lighthouse in Chatham, Massachusetts, is a popular spot for those interested in maritime history.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,TRUE,FALSE,FALSE,Creative Writing
FSong,v2,afbc47ae16b1a7c48dc9d87c27f2f459,PNC Arena is a sports venue.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Creative Writing
FSong,v2,2fcce0e7a853507fa6538c8636154dbb,Fajardo offers vacation rentals as accommodations.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Creative Writing
FSong,v2,08761e7999929cb874a488e4386ffc2a,86Box is popular with hobbyists who want to run old software on modern computers.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v2,b5b56f13b312a4bd294699c26dc1bbd3,Falafel is a traditional Middle Eastern food.,CFS,NFS,TRUE,FALSE,FALSE,N,FALSE,UFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Others
FSong,v2,79ac4371fd2cdb7991db360378bf4814,The elf's feet are the source of her shameful vulnerability.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,NFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Others
FSong,v2,9e64a562f1c90a7d38c6a92cd2536fcb,"In the national tipoff game, the final score was 65-63 in favor of the home team, ASU Sun Devils.",NFS,NFS,FALSE,FALSE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Creative Writing
FSong,v2,286db7e32d18e1501848dac47974d916,Pancreatic islets contain endocrine cells.,CFS,UFS,TRUE,FALSE,FALSE,Y,TRUE,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Editing
FSong,v2,46182b9c55165081ff299dc387f02b1f,Philips Healthcare is a competitor in the healthcare technology industry.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Others
FSong,v2,cced1041d7568d7a6e06ae2b127d893e,"There is a myth among locals that a famous hot spring holds miraculous, stress-relieving properties.",NFS,NFS,FALSE,FALSE,TRUE,NA,NA,NFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v2,a62525a13895ad01b6b20a9a2cdbc443,The New Day and the Von Erichs participated in a tornado tag team match as the main event of a major WWE event.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,NFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Creative Writing
FSong,v2,d779430efa71fe3e8ddba6c419cfab7b,The atomic bomb was dropped on Hiroshima at around 8 am.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v2,1efd6bf77bb55039d4ae437637bdbda1,Veronica's gauntlets are adorned with small gold spikes.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v2,8304c30c6536965e8bde71c06b48c39a,"As a teenager, Xi Jinping was sent to a rural area in Shaanxi Province, China.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,UFS,TRUE,FALSE,TRUE,FALSE,TRUE,Information seeking
FSong,v2,ac33cbe456e1a7eb0084c806113a8ddf,Cortisol is released when the body perceives stress.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Editing
FSong,v2,d9afdc8a8a9e32a5a0152090b625bd3c,Montreal hosts numerous art exhibitions.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Editing
FSong,v2,a4205b7947f357a106918cc72c6d86d3,Injecting water into the combustion chamber can lower the exit gas temperature.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Reasoning
FSong,v2,df988a0a0a429ba9425ddd0d68469307,"In George Orwell's novel ""1984,"" the Brotherhood is revealed to be a creation of the Party.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v2,e63fe8885ce86fc50625e3067b114fa8,A character created by a user to represent themselves in a virtual world is called an avatar.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v2,10ce6b63cba012aeb1a3ed61369281eb,Ferrokinesis is the ability to manipulate or control iron or metals.,CFS,NFS,TRUE,FALSE,FALSE,N,FALSE,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Brainstorming
FSong,v2,dd90e55606390c9bf9c02693da8d9ade,Troy Blyden is not a well-known professional basketball player internationally.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v2,4d2ba0bb1a5ecaf25a36437eb3c9ed56,Caroline was lying in a hospital bed next to the narrator.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Editing
FSong,v2,ca4bcb3faff1cab07b4a92f91a49b197,"In Python, string literals can be enclosed in single quotes (' ').",UFS,CFS,FALSE,TRUE,FALSE,Y,TRUE,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Coding & Debugging
FSong,v1,4a99a58b7534e7a50549a56a278b1aab,Some people believe that COVID-19 originated from a laboratory leak.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,UFS,TRUE,FALSE,TRUE,FALSE,TRUE,Editing
FSong,v1,4686a515ff31394e6c30e692b67c2e1d,The beautiful female wizard is releasing a dazzling display of icicles and snowflakes.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,NFS,NFS,FALSE,FALSE,FALSE,FALSE,FALSE,Others
FSong,v1,a270919183ef96bea4585e949844545f,"The Torture Act, RSO 1990, c T.21, is a statute in Ontario, Canada.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Editing
FSong,v1,876640845978fbd59503d262b26341f8,A heavier-than-air balloon can be filled with a gas like carbon dioxide.,CFS,UFS,TRUE,FALSE,FALSE,Y,TRUE,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Reasoning
FSong,v1,0a9852f3d2a49fc5e9b187dc6b9a998e,This AI cannot provide a specific version number of ChatGPT.,NFS,CFS,FALSE,TRUE,FALSE,N,FALSE,UFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Information seeking
FSong,v1,27b0de2b3d61beb4d6186c3c74ff9281,The integrity attribute is used as a security measure in HTML.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v1,88c5c7621587289c22cdbe1533e3ca9b,Private international law aims to provide predictability for parties engaged in international transactions or relationships.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,345ca3313017fc509cfbcc90cbdcfb4c,The AI language model does not have the capability to read through images.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Others
FSong,v1,6aed61b824dc0c77f621859404e6d28b,"The Arabic phrase ""أنا سعيد بالتعاون معك مرة أخرى"" translates to ""I am happy to collaborate with you again"" in English.",UFS,CFS,FALSE,TRUE,FALSE,N,FALSE,UFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Information seeking
FSong,v1,f4e672ce0cc613901dd116ff8f8a7edd,GPT-3 is an AI language model developed by OpenAI.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,4698dbdbaeb22d128b00ecbf138ff745,The deadline for the transcript submission is May 15.,UFS,UFS,FALSE,FALSE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Editing
FSong,v1,94ef2cc1230ded78f0d3578fa68f1994,Cersei Lannister is a female fictional character from Game of Thrones.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,8f68227bd91f2df7ad6c9d51e80134cc,Wild Pokémon inhabit the Distortion World in the Pokémon universe.,NFS,UFS,FALSE,FALSE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Creative Writing
FSong,v1,327f46ea8c81f3cba01c1bbda0a685e6,"During David's 30th birthday celebration at a pub, David began to slump in his chair.",NFS,UFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v1,8cb0608a7b5b91e9b698fbfefe5713a9,Infantry can be positioned in trenches or behind cover to protect them from enemy fire.,UFS,CFS,FALSE,TRUE,FALSE,Y,TRUE,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Editing
FSong,v1,b4f03d9487f8906b25ce198c0fab0dae,The minions summoned by Smug can create distractions.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Creative Writing
FSong,v1,3ef6df4693979ab15c7e601e394ac974,Clare started to swing her pendant back and forth in front of David's face at the pub during his 30th birthday celebration.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,NFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v1,5851b7d423148a7708bae38d9110b02e,Decoupling the growth of technology from its negative environmental impact is considered critical to managing the growing negative environmental impact of technology.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Reasoning
FSong,v1,d1adea77784c1e22b983a572ef426fde,Port number 443 is commonly used for secure HTTP (HTTPS) communication.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,9c8fe88e72b7522c33d4eb2bf22b70e8,The Uplift War is a book written by David Brin.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,b0cd9f0967bee43ff3002d855e10d3dd,The statement that 99.73% of all cars will purchase between $3 and $27 is not correct for a population with a mean of $15 and a standard deviation of $4.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Math
FSong,v1,0b34cd0c39186d1857188553909d7e36,"Mercedes-Benz Stadium is located in Atlanta, Georgia.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Creative Writing
FSong,v1,2b4e13b5e59478e9bcb54173f39f56e7,"""República do Brasil"" is the Portuguese translation of ""Republic of Brazil.""",UFS,CFS,FALSE,TRUE,FALSE,Y,TRUE,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,fd73e6e06fee73b47c9ff129ee8c3ca3,"Inclusive decision-making processes are vital for navigating the challenges of a culturally diverse, global project environment.",UFS,UFS,FALSE,FALSE,TRUE,NA,NA,NFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Editing
FSong,v1,d208991730dffb037e513e89f290bb85,Chandra Talpade Mohanty criticizes western feminist discourses that portray women as a unified and homogeneous group.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Reasoning
FSong,v1,711a6288f62ac819109e6ef567522295,"In Qualys, if a Manager user adds a Reader user to the User Access list in the report template configured for a specific host, the Reader user will have access to the reports generated for that specific host.",UFS,CFS,FALSE,TRUE,FALSE,Y,TRUE,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v1,cf172d858f51f5028ddc9322b290df9a,"The Hebrew word שָׁלוֹם (Shalom) means ""peace"" or ""well-being.""",UFS,CFS,FALSE,TRUE,FALSE,Y,TRUE,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,da640ab7369e3e93bd907b96d8bc30cd,"The quotation ""Whether you think you can or you think you can't, you're right."" is attributed to Henry Ford.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Creative Writing
FSong,v1,39480560d749313b25615254c71d878d,Space and galaxy sleeve tattoos can feature images of planets.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
FSong,v1,88242a98599dac4747b0280ec1d6b83b,Yosemite Valley Stable offers guided rides through scenic trails in Yosemite National Park.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Editing
FSong,v1,44f083f757d2d7a429d884c02efc9440,The Figure Four Leglock is a classic professional wrestling submission hold.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Brainstorming
FSong,v1,266d5058a17854385408ad2bd0ae1dc7,"Many critics argue that the effects observed in research on subliminal messages are often due to suggestion, expectancy, or other psychological factors rather than the subliminal stimuli themselves.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v1,0d27b9132f5a908763cc62e7e7cff046,ChatGPT does not have personal opinions.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Role playing
FSong,v1,b9d18d856b182ec4686a59f46270f3a9,"""Stardust"" is a novel by Neil Gaiman.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Editing
FSong,v1,32518d4f7d73f65d110008b1282b27e3,Attempts by secular rulers to assert authority over the church led to a series of conflicts between church and state.,NFS,UFS,FALSE,FALSE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Editing
FSong,v1,ff4d2163b599eab6457b6866b7110ca6,"The article ""Gender Equality in the Film Industry: How Far Do We Have to Go?"" by Culture Partnership discusses gender equality in the film industry in terms of representation on screen.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,TRUE,FALSE,FALSE,Editing
FSong,v1,c65819cfc2fec002270508f096081ccf,"In the Harry Potter books, the rapid fluttering of the Golden Snitch's wings allows it to change direction and dodge capture.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,66a1a06486fe8f7e26e390c895a2a2c7,The Many Means Faction utilizes melee units.,NFS,UFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Brainstorming
FSong,v1,0ef80ee85a6a5df03eebdddaaadc22e8,Eastern Min is a group of Chinese languages.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v1,20b4fadf8ed780d2041d8e9aee3d8167,The gear ratio 55/15 has a ratio of 3.67.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v1,ced39a35c4c83b027f5be5560f228610,"The Chinese word ""输入"" translates to ""input"" in English.",UFS,CFS,FALSE,TRUE,FALSE,Y,TRUE,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,430adefd98a9a59d7f9e92200796e1eb,Alcohol can interfere with medications such as antidepressants.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v1,35f0e34e0285ba10ab3569871bd4829d,Gendry works at a forge in an inn on the King's Road.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,FALSE,FALSE,TRUE,Creative Writing
FSong,v1,78680189b9cf0816566115a6eb98ad55,Blender Guru is a YouTube channel for learning Blender.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Information seeking
FSong,v1,18f542320cf6677bc87efad83d626c75,Calcutta is a city in India.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,CFS,FALSE,TRUE,TRUE,FALSE,TRUE,Editing
FSong,v1,398b8daf375ecc158cae4bf5d15b8fc0,State Grid Corporation of China is a transnational corporation.,CFS,CFS,TRUE,TRUE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Information seeking
FSong,v1,361b75de7d6d445712eb5b6a7e08f17a,The Berlin Wall fell in 1989.,CFS,NFS,TRUE,FALSE,FALSE,Y,TRUE,CFS,CFS,TRUE,TRUE,TRUE,TRUE,TRUE,Creative Writing
FSong,v1,cbd0a55439a9d9aa76aac3cbf4f0a32a,Limited Agent is only able to receive messages.,NFS,UFS,FALSE,FALSE,TRUE,NA,NA,CFS,CFS,TRUE,TRUE,FALSE,TRUE,TRUE,Planning
FSong,v1,a98fc7ff292e3f99955178279c4533b5,"St. Augustine, Florida, is known for its rich and fascinating history.",CFS,CFS,TRUE,TRUE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,TRUE,FALSE,FALSE,Creative Writing
FSong,v1,081c6ef29fbf87d69614f16e67b8872e,The 'Healing Load' ability can cure negative debuffs in the diaper-centric MMORPG.,NFS,NFS,FALSE,FALSE,TRUE,NA,NA,UFS,UFS,FALSE,FALSE,FALSE,FALSE,FALSE,Creative Writing
